2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.653281,-0.270599,-0.270599,0.653281
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.657929,-0.259093,-0.282021,0.648432
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.66393,-0.243304,-0.297429,0.641511
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.669917,-0.226298,-0.313688,0.633719
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.676419,-0.206052,-0.332601,0.624001
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.687335,-0.166043,-0.368611,0.603429
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.695749,-0.126225,-0.402716,0.581223
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.70142,-0.089497,-0.432696,0.559262
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.705714,-0.044352,-0.467655,0.530376
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.707107,0.000153,-0.500109,0.499891
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.705908,0.04115,-0.528251,0.470054
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.704025,0.065942,-0.54445,0.451192
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.699486,0.103532,-0.56782,0.421402
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.688661,0.160457,-0.600418,0.373495
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.677405,0.202788,-0.622391,0.335604
2023.09.20-21.33.45,313.516327,-83.016563,124.597603,0.664691,0.241217,-0.640575,0.29944
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.649845,-0.27875,0.656615,-0.262405
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.631689,-0.317756,0.671359,-0.221983
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.612248,-0.353769,0.683078,-0.18277
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.588528,-0.391962,0.693312,-0.138992
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.563433,-0.427251,0.700519,-0.096294
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.563433,-0.427251,0.700519,-0.096294
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.563433,-0.427251,0.700519,-0.096294
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.563433,-0.427251,0.700519,-0.096294
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.563433,-0.427251,0.700519,-0.096294
2023.09.20-21.33.46,313.516327,-83.016563,124.597603,-0.563433,-0.427251,0.700519,-0.096294
